"Dataplot Line Number","Verification Group","Case Name","Type of Metric","Expected Metric","Predicted Metric","Dependent Variable","Type of Error","Error","Error Tolerance","Within Specified Error Tolerance","Plot Filename"
64,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler"
64,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler"
64,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler"
64,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler"
64,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler"
64,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler"
64,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler"
65,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0.025644,0.0039394,"Mole Fraction (frac)","Relative Error","8.46e-01","1.00e-01","No","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0.051333,0.015524,"Mole Fraction (frac)","Relative Error","6.98e-01","1.00e-01","No","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler"
65,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler"
66,"Mass","Mass_Balance","max",56.63,39.4611,"Temperature ($^\circ$C)","Relative Error","3.03e-01","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",16.68,10.7395,"Temperature ($^\circ$C)","Relative Error","3.56e-01","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
66,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",1e-12,-0.0005,"Height (m)","Relative Error","5.00e+08","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
67,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",1,1,"Activation","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
68,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_Density_Doubled"
69,"Mass","Mass_Balance","max",0.2048,0.205,"Mole Fraction (frac)","Relative Error","9.62e-04","1.00e-01","Yes","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0.0039394,0.0027547,"Mole Fraction (frac)","Relative Error","3.01e-01","1.00e-01","No","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0.015524,0.015067,"Mole Fraction (frac)","Relative Error","2.94e-02","1.00e-01","Yes","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_Density Doubled"
69,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_Density Doubled"
70,"Mass","Mass_Balance","max",56.63,40.8506,"Temperature ($^\circ$C)","Relative Error","2.79e-01","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",16.68,12.0993,"Temperature ($^\circ$C)","Relative Error","2.75e-01","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
70,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",1e-12,-0.0005,"Height (m)","Relative Error","5.00e+08","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
71,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",1,1,"Activation","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
72,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0.0039394,0.0031803,"Mole Fraction (frac)","Relative Error","1.93e-01","1.00e-01","No","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0.015524,0.014606,"Mole Fraction (frac)","Relative Error","5.91e-02","1.00e-01","Yes","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Half_Sprinkler_RTI"
73,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Half_Sprinkler_RTI"
74,"Mass","Mass_Balance","max",56.63,68.6765,"Temperature ($^\circ$C)","Relative Error","2.13e-01","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",16.68,19.8159,"Temperature ($^\circ$C)","Relative Error","1.88e-01","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
74,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",1e-12,-0.0005,"Height (m)","Relative Error","5.00e+08","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
75,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",1,1,"Activation","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
76,"Mass","Mass_Balance","max",0,0,"Activation","Relative Error","NaN","1.00e-01","No","Verification/Sensor_Activation_Time_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0.0039394,0.0052738,"Mole Fraction (frac)","Relative Error","3.39e-01","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0.015524,0.017622,"Mole Fraction (frac)","Relative Error","1.35e-01","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
77,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Sprinkler_and_HRR_Doubled"
79,"Mass","Mass_Balance","max",314.998,309.821,"Temperature ($^\circ$C)","Relative Error","1.64e-02","1.00e-01","Yes","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",123.543,122.03,"Temperature ($^\circ$C)","Relative Error","1.22e-02","1.00e-01","Yes","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hexane"
79,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Hexane"
80,"Mass","Mass_Balance","max",-0.0005,-0.0005,"Height (m)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
80,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Hexane"
81,"Mass","Mass_Balance","max",0.2048,0.2048,"Mole Fraction (frac)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0.025644,0.028441,"Mole Fraction (frac)","Relative Error","1.09e-01","1.00e-01","No","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0.051333,0.033792,"Mole Fraction (frac)","Relative Error","3.42e-01","1.00e-01","No","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hexane"
81,"Mass","Mass_Balance","max",0,0,"Mole Fraction (frac)","Relative Error","NaN","1.00e-01","No","Verification/Species_Production_Hexane"
82,"Mass","Mass_Balance","max",314.998,309.82,"Temperature ($^\circ$C)","Relative Error","1.64e-02","1.00e-01","Yes","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",123.543,122.03,"Temperature ($^\circ$C)","Relative Error","1.22e-02","1.00e-01","Yes","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Urethane"
82,"Mass","Mass_Balance","max",0,0,"Temperature ($^\circ$C)","Relative Error","NaN","1.00e-01","No","Verification/Temperature_Urethane"
83,"Mass","Mass_Balance","max",-0.0005,-0.0005,"Height (m)","Relative Error","0.00e+00","1.00e-01","Yes","Verification/HGT_Urethane"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
83,"Mass","Mass_Balance","max",0,0,"Height (m)","Relative Error","NaN","1.00e-01","No","Verification/HGT_Urethane"
